iter	Logloss
364	0.2330308534
365	0.2330080048
366	0.232975961
367	0.2329489602
368	0.2329120233
369	0.2328693493
370	0.2328327587
371	0.2327957777
372	0.2327449432
373	0.2326899206
374	0.232661034
375	0.2326254377
376	0.2325896899
377	0.2325562457
378	0.2325082081
379	0.2324720175
380	0.2324392296
381	0.2324291807
382	0.232400916
383	0.2323775865
384	0.232335933
385	0.2323058101
386	0.2322835523
387	0.2322400707
388	0.232193521
389	0.2321620892
390	0.2321345479
391	0.2320924451
392	0.2320457511
393	0.2320069052
394	0.231994055
395	0.2319548268
396	0.2319034084
397	0.2318794519
398	0.2318220705
399	0.2317810373
400	0.2317454321
401	0.2317213366
402	0.2316699334
403	0.2316313633
404	0.231592145
405	0.2315421095
406	0.2314941979
407	0.2314447392
408	0.2314080888
409	0.2313826869
410	0.2313481047
411	0.2313191005
412	0.23129161
413	0.2312693498
414	0.2312292604
415	0.2312013218
416	0.2311890432
417	0.231135742
418	0.2311128529
419	0.2310810707
420	0.2310390954
421	0.231009994
422	0.230972014
423	0.2309324726
424	0.230906762
425	0.2308806865
426	0.2308363531
427	0.2308126383
428	0.2307682235
429	0.2307169192
430	0.2306879602
431	0.230652102
432	0.2306327392
433	0.2306029299
434	0.2305739479
435	0.2305205727
436	0.2304550605
437	0.2304090562
438	0.2303683644
439	0.2303298411
440	0.2302981488
441	0.2302362633
442	0.230215739
443	0.2301716512
444	0.2301326716
445	0.2300816487
446	0.2300587365
447	0.2300185151
448	0.2299681209
449	0.2299077407
450	0.2298728669
451	0.2298342215
452	0.2298051724
453	0.2297839559
454	0.2297645449
455	0.2297400058
456	0.2297156374
457	0.2296898329
458	0.2296560662
459	0.2296032817
460	0.229569258
461	0.2295386616
462	0.2295040566
463	0.2294561523
464	0.2294493977
465	0.2294179502
466	0.2293878703
467	0.2293398479
468	0.229309509
469	0.2292787479
470	0.2292497714
471	0.2292187082
472	0.2291922194
473	0.2291553989
474	0.2291255409
475	0.2290844011
476	0.229038905
477	0.2290042593
478	0.2289662756
479	0.2289448566
480	0.2289092114
481	0.2288635401
482	0.2288292132
483	0.2287976585
484	0.2287374484
485	0.2287283138
486	0.2286984757
487	0.2286527379
488	0.2286284007
489	0.2286013462
490	0.2285612471
491	0.2285274668
492	0.2284859932
493	0.2284613524
494	0.2284579674
495	0.2284170483
496	0.2283775001
497	0.2283438027
498	0.2283201086
499	0.2282943624
500	0.2282730295
501	0.2282430656
502	0.2281874908
503	0.2281493695
504	0.2281258347
505	0.2280919119
506	0.2280592994
507	0.2280403888
508	0.228039857
509	0.2280243558
510	0.2279836061
511	0.2279416672
512	0.2279025081
513	0.2278684149
514	0.2278214285
515	0.2277822597
516	0.2277366809
517	0.227695385
518	0.2276680351
519	0.2276357764
520	0.2276064679
521	0.2275668334
522	0.2275300409
523	0.2275176781
524	0.2274787423
525	0.2274430121
526	0.2274132309
527	0.2273820744
528	0.2273574243
529	0.2273230693
530	0.2272780957
531	0.2272423991
532	0.227194537
533	0.2271487995
534	0.2271121901
535	0.2270812178
536	0.2270421171
537	0.2270147479
538	0.2269833184
539	0.2269273758
540	0.2268919203
541	0.2268627247
542	0.226825348
543	0.2267908727
544	0.2267699281
545	0.226755025
546	0.2267233879
547	0.2266889635
548	0.2266511788
549	0.2266036623
550	0.2265779524
551	0.2265623038
552	0.2265226866
553	0.2264756085
554	0.2264389558
555	0.2264183715
556	0.2263949908
557	0.2263802006
558	0.2263512152
559	0.2263230008
560	0.2262789777
561	0.2262497492
562	0.2262277353
563	0.2261941285
564	0.2261641642
565	0.2261301893
566	0.226094162
567	0.2260544497
568	0.2260172442
569	0.2259697229
570	0.2259269756
571	0.2258933561
572	0.2258929135
573	0.2258530706
574	0.2258044999
575	0.2257793764
576	0.2257531963
577	0.2257238941
578	0.2256944346
579	0.2256551894
580	0.2256275163
581	0.2256083237
582	0.2255751373
583	0.225562794
584	0.2255416341
585	0.2255204549
586	0.2254876719
587	0.2254447565
588	0.2254061373
589	0.2253844977
590	0.2253403417
591	0.2252933549
592	0.2252736616
593	0.2252321354
594	0.2252317444
595	0.225215984
596	0.225205578
597	0.2251750763
598	0.2251301266
599	0.2250886602
600	0.2250704041
601	0.225032283
602	0.2250205581
603	0.22500248
604	0.2249777077
605	0.2249460006
606	0.2249209504
607	0.2248842502
608	0.2248635773
609	0.2248444024
610	0.2248047129
611	0.2247862919
612	0.2247653853
613	0.2247329203
614	0.2247034788
615	0.2246809666
616	0.2246606433
617	0.2246339472
618	0.2246055377
619	0.2245651731
620	0.2245524103
621	0.2245189378
622	0.2244879548
623	0.2244492554
624	0.2244013307
625	0.2243607001
626	0.2243277209
627	0.2242925947
628	0.2242610586
629	0.2242315511
630	0.2242100938
631	0.2241754224
632	0.2241429575
633	0.2241057055
634	0.2240738261
635	0.2240462601
636	0.2240237624
637	0.2239915397
638	0.2239699982
639	0.2239600907
640	0.2239220126
641	0.2238809907
642	0.22385025
643	0.2238146593
644	0.2237831913
645	0.2237545253
646	0.2237141242
647	0.2236817509
648	0.2236413783
649	0.2236200817
650	0.2235882435
651	0.2235486541
652	0.2235148151
653	0.2234727471
654	0.2234552003
655	0.2234141658
656	0.223370399
657	0.2233262684
658	0.2233048727
659	0.2232698562
660	0.223246768
661	0.2232055799
662	0.2231827943
663	0.2231471636
664	0.2231018047
665	0.2230761154
666	0.2230475755
667	0.2230191087
668	0.2229789585
669	0.2229286305
670	0.2228926122
671	0.2228480975
672	0.2228209118
673	0.2228120256
674	0.2227733213
675	0.2227459084
676	0.2227118965
677	0.2226725451
678	0.222650868
679	0.2225976904
680	0.2225574408
681	0.2225286811
682	0.2224822742
683	0.2224458887
684	0.2224274242
685	0.2223960076
686	0.2223591922
687	0.222329996
688	0.2223199246
689	0.2222897394
690	0.2222673275
691	0.2222668944
692	0.2222419253
693	0.2222184785
694	0.2221812531
695	0.2221468949
696	0.2221269667
697	0.2221033484
698	0.2220667938
699	0.2220199148
700	0.2219871258
701	0.2219596534
702	0.2219365059
703	0.2219266907
704	0.2218891048
705	0.221859088
706	0.2218413235
707	0.2218409767
708	0.2218143564
709	0.2217804268
710	0.2217486512
711	0.2217087843
712	0.2216828742
713	0.2216421176
714	0.2216218122
715	0.2216023709
716	0.2215629697
717	0.2215450367
718	0.221513738
719	0.2214785968
720	0.2214561846
721	0.2214196789
722	0.2213959224
723	0.2213704549
724	0.2213285958
725	0.2212981448
726	0.2212498247
727	0.22121647
728	0.2212044986
729	0.2211762617
730	0.221142367
731	0.2211107308
732	0.2210727257
733	0.221060795
734	0.221035074
735	0.2210088618
736	0.2209591356
737	0.2209505296
738	0.2209318742
739	0.2209132693
740	0.2208749768
741	0.2208491099
742	0.2208188209
743	0.2207984949
744	0.2207660895
745	0.2207512505
746	0.2207369859
747	0.2207065049
748	0.2206804436
749	0.2206703931
750	0.2206476878
751	0.2206473172
752	0.2206075487
753	0.2205717482
754	0.2205254368
755	0.220484946
756	0.2204505151
757	0.220424197
758	0.2203901914
759	0.2203476363
760	0.2203210961
761	0.2202927468
762	0.2202458875
763	0.220209598
764	0.2201909684
765	0.2201798492
766	0.2201536592
767	0.2201213934
768	0.2201008533
769	0.2200751921
770	0.2200413464
771	0.2200073611
772	0.2199795553
773	0.2199555125
774	0.2199352618
775	0.2199162392
776	0.2198991265
777	0.2198844405
778	0.2198584357
779	0.2198229103
780	0.2197977336
781	0.2197556006
782	0.2197257536
783	0.2197012847
784	0.2196551129
785	0.2196546393
786	0.2196306752
787	0.2195995729
788	0.219557547
789	0.2195305394
790	0.2194992642
791	0.2194646485
792	0.219440044
793	0.2194148248
794	0.2193831448
795	0.21935226
796	0.2193309148
797	0.2192967605
798	0.2192748298
799	0.2192387948
800	0.2192033412
801	0.2191906938
802	0.2191644021
803	0.2191384072
804	0.2191008694
805	0.2190623797
806	0.2190432649
807	0.219033632
808	0.2190019068
809	0.2189866872
810	0.218965776
811	0.2189281499
812	0.2189278305
813	0.2189187995
814	0.2188932493
815	0.2188662836
816	0.2188464166
817	0.2188275294
818	0.2187967909
819	0.2187801222
820	0.2187668246
821	0.2187414905
822	0.2187114428
823	0.2186881575
824	0.2186579592
825	0.218618865
826	0.2185981069
827	0.2185769411
828	0.2185651796
829	0.2185326707
830	0.2185147736
831	0.2185035105
832	0.2184832197
833	0.2184479607
834	0.2184059883
835	0.2183694172
836	0.2183403358
837	0.2183112649
838	0.2182721254
839	0.2182412434
840	0.2182276951
841	0.2182164215
842	0.2182106391
843	0.2181773065
844	0.2181420759
845	0.2181000606
846	0.2180685337
847	0.2180377516
848	0.2180000325
849	0.2179701307
850	0.2179430677
851	0.2179164831
852	0.2179115901
853	0.2178793262
854	0.2178332904
855	0.2177925462
856	0.2177569538
857	0.2177289372
858	0.217676822
859	0.2176604111
860	0.2176231907
861	0.2175934036
862	0.2175628234
863	0.2175340037
864	0.2174903308
865	0.217456444
866	0.2174425343
867	0.2174048546
868	0.2174044938
869	0.2173593912
870	0.2173266321
871	0.2173185457
872	0.2172854751
873	0.2172576138
874	0.2172169764
875	0.2172090798
876	0.2171855361
877	0.2171560066
878	0.2171259222
879	0.2170918308
880	0.2170577279
881	0.2170148852
882	0.2169722636
883	0.2169474276
884	0.2169210429
885	0.2168881439
886	0.2168666013
887	0.2168424538
888	0.216804978
889	0.2167671067
890	0.2167342257
891	0.2167123531
892	0.2166874891
893	0.2166521118
894	0.2166433205
895	0.2166099996
896	0.2165984953
897	0.2165746045
898	0.2165488253
899	0.2165222738
900	0.2165045935
901	0.2164712588
902	0.2164519442
903	0.2164246957
904	0.2164118569
905	0.2163928383
906	0.2163705322
907	0.2163279906
908	0.2162857393
909	0.2162570572
910	0.2162202287
911	0.2161948495
912	0.2161784726
913	0.2161417704
914	0.2161184524
915	0.2161181812
916	0.2160936654
917	0.2160687059
918	0.2160307431
919	0.2160050005
920	0.215981964
921	0.2159383065
922	0.2158989508
923	0.2158852775
924	0.215870562
925	0.2158456401
926	0.2158170235
927	0.2157812859
928	0.2157572983
929	0.2157411645
930	0.2156986987
931	0.2156729079
932	0.2156436479
933	0.2156128929
934	0.2155937212
935	0.2155669672
936	0.2155490216
937	0.2155163228
938	0.2155103708
939	0.2154858315
940	0.2154550288
941	0.2154423467
942	0.2154008426
943	0.2153706768
944	0.2153704539
945	0.2153488153
946	0.2153170442
947	0.2152836574
948	0.215245089
949	0.2152206563
950	0.2151831289
951	0.2151692259
952	0.2151334218
953	0.2150995581
954	0.2150807554
955	0.2150449199
956	0.2150062632
957	0.2149870542
958	0.2149542721
959	0.2149239217
960	0.2148957744
961	0.2148748131
962	0.2148532962
963	0.2148189342
964	0.2147969307
965	0.2147681077
966	0.2147413228
967	0.2146919469
968	0.2146856171
969	0.2146665608
970	0.2146229747
971	0.2145955688
972	0.2145788915
973	0.2145495905
974	0.2145214545
975	0.2144800694
976	0.2144503808
977	0.2144264117
978	0.2143831722
979	0.2143651901
980	0.2143147784
981	0.2142829661
982	0.2142764029
983	0.2142557742
984	0.2142555483
985	0.214222111
986	0.2142027514
987	0.2141803821
988	0.2141648537
989	0.2141352939
990	0.2141260533
991	0.2141090868
992	0.2140765328
993	0.2140453818
994	0.2140221169
995	0.2140035359
996	0.2139767113
997	0.2139459403
998	0.2139269629
999	0.2138982252
