iter	Logloss
360	0.2333693571
361	0.2333202827
362	0.2332840423
363	0.2332356697
364	0.2332066956
365	0.2331802345
366	0.2331560515
367	0.2331242738
368	0.2330916386
369	0.2330442963
370	0.2330166462
371	0.2329745164
372	0.2329499424
373	0.2329163802
374	0.2328708345
375	0.2328250895
376	0.232803035
377	0.2327525895
378	0.2326937382
379	0.2326575841
380	0.2326206797
381	0.2326033442
382	0.2325692684
383	0.2325461875
384	0.2325056329
385	0.2324753474
386	0.232464104
387	0.2324154427
388	0.2323763008
389	0.2323539193
390	0.2323185928
391	0.2322975871
392	0.2322625084
393	0.232240624
394	0.2322201035
395	0.2321722079
396	0.2321678475
397	0.232142791
398	0.2321090234
399	0.2320773916
400	0.2320467411
401	0.2320244824
402	0.2320042521
403	0.2319685565
404	0.2319354115
405	0.2319062564
406	0.2318899487
407	0.2318674832
408	0.2318147339
409	0.2317805304
410	0.2317573822
411	0.2317369446
412	0.2316983196
413	0.2316671181
414	0.2316273423
415	0.231593263
416	0.2315674309
417	0.2315391397
418	0.2314900736
419	0.2314624416
420	0.2314132709
421	0.231373547
422	0.2313194174
423	0.2312929675
424	0.2312705651
425	0.2312384018
426	0.2312120128
427	0.2311701768
428	0.2311348642
429	0.2310853718
430	0.2310524296
431	0.2310067281
432	0.230955107
433	0.230927374
434	0.2308863797
435	0.2308377949
436	0.2308028565
437	0.2307647504
438	0.2307348056
439	0.2307065307
440	0.2306351554
441	0.2306005883
442	0.230564203
443	0.230528392
444	0.2304978744
445	0.2304672724
446	0.2304381644
447	0.2304212712
448	0.2303803746
449	0.2303343009
450	0.2303004891
451	0.2302696887
452	0.2302210642
453	0.2301833523
454	0.2301411498
455	0.230109295
456	0.2300837293
457	0.2300553274
458	0.2300368944
459	0.2299880332
460	0.2299660432
461	0.2299371148
462	0.2298986
463	0.2298531644
464	0.2298138772
465	0.2297712537
466	0.2297548167
467	0.2297297663
468	0.2297047092
469	0.2296918335
470	0.2296865989
471	0.2296469247
472	0.2296048036
473	0.2295621246
474	0.2295328723
475	0.2294942429
476	0.2294540743
477	0.229453303
478	0.2294163878
479	0.2293934391
480	0.2293427519
481	0.2292933076
482	0.2292635169
483	0.2292313877
484	0.2292127583
485	0.2291887989
486	0.2291589739
487	0.2291305302
488	0.2291004508
489	0.2290801817
490	0.2290624505
491	0.2290510148
492	0.2290198695
493	0.2289949982
494	0.2289553745
495	0.2289058875
496	0.2288521794
497	0.2288267845
498	0.2287784172
499	0.2287620968
500	0.2287251272
501	0.2287102001
502	0.2286665855
503	0.2286178554
504	0.2285654176
505	0.228535884
506	0.228509817
507	0.2284787365
508	0.2284426636
509	0.2284189866
510	0.2283874971
511	0.2283661182
512	0.2283358292
513	0.2283123745
514	0.22828552
515	0.2282562174
516	0.2282146527
517	0.228183151
518	0.228151237
519	0.2281338054
520	0.2280988547
521	0.2280769602
522	0.228054803
523	0.2280194351
524	0.2279985014
525	0.2279630479
526	0.2279253964
527	0.2279098938
528	0.2278744735
529	0.227833229
530	0.2278044916
531	0.2277676626
532	0.2277367003
533	0.2277024954
534	0.2276620872
535	0.2276181395
536	0.2276004139
537	0.2275745668
538	0.2275310334
539	0.2275294828
540	0.227489817
541	0.2274659498
542	0.2274420377
543	0.2274148695
544	0.2274011521
545	0.2273793808
546	0.2273569266
547	0.227340209
548	0.2273007867
549	0.2272768347
550	0.2272507656
551	0.2272149077
552	0.2271800597
553	0.2271517976
554	0.2271222685
555	0.2270949015
556	0.2270678295
557	0.2270389359
558	0.2270274295
559	0.2270060477
560	0.2269755619
561	0.2269440741
562	0.2269155415
563	0.2268662826
564	0.2268447553
565	0.2268007742
566	0.2267651061
567	0.226722769
568	0.2266936071
569	0.2266780731
570	0.2266608671
571	0.22664266
572	0.2265990377
573	0.2265939796
574	0.2265573243
575	0.2265202278
576	0.2264854136
577	0.2264571868
578	0.2264160258
579	0.2263804003
580	0.2263679559
581	0.2263277448
582	0.2262989884
583	0.2262778357
584	0.2262439468
585	0.226212218
586	0.2261846527
587	0.2261638093
588	0.2261240167
589	0.2260928053
590	0.226076589
591	0.2260440547
592	0.2260095304
593	0.2259827809
594	0.2259575686
595	0.225916906
596	0.2258987135
597	0.225863927
598	0.2258492895
599	0.2258058239
600	0.2257618168
601	0.225731988
602	0.2256943169
603	0.2256685354
604	0.2256369969
605	0.2256105691
606	0.2255744193
607	0.2255411358
608	0.2255018405
609	0.2254610806
610	0.2254323206
611	0.2253945313
612	0.225374315
613	0.2253560217
614	0.2253270132
615	0.2252939775
616	0.2252553758
617	0.2252291623
618	0.2251984982
619	0.2251808297
620	0.2251330422
621	0.2251156425
622	0.2250792699
623	0.2250533043
624	0.2250155556
625	0.2249726997
626	0.224931524
627	0.2248899209
628	0.2248498776
629	0.2248118395
630	0.2247784604
631	0.2247338933
632	0.2246935961
633	0.2246530457
634	0.2246191745
635	0.2245708456
636	0.2245578763
637	0.2245414795
638	0.2245056273
639	0.2244735665
640	0.2244293212
641	0.2244173095
642	0.2243747747
643	0.2243452693
644	0.2243047824
645	0.2242743208
646	0.2242269583
647	0.2242071523
648	0.2241787029
649	0.2241339308
650	0.2241000661
651	0.2240632416
652	0.224020495
653	0.2239876699
654	0.2239581385
655	0.2239263715
656	0.2238979721
657	0.2238736316
658	0.2238417606
659	0.2238198707
660	0.2237875729
661	0.2237461671
662	0.223709503
663	0.2237026047
664	0.2236717446
665	0.2236385622
666	0.2236111598
667	0.2236057161
668	0.2235689219
669	0.2235469501
670	0.2235328154
671	0.2234979503
672	0.2234658127
673	0.223432372
674	0.2233908736
675	0.2233655085
676	0.2233425999
677	0.2233422019
678	0.2233134852
679	0.2232839243
680	0.223258461
681	0.2232324439
682	0.2232101889
683	0.2231835354
684	0.2231545355
685	0.2231247564
686	0.2230977686
687	0.2230713682
688	0.2230161834
689	0.2229697352
690	0.2229296101
691	0.2229089084
692	0.2228758361
693	0.2228515163
694	0.222814067
695	0.2227870173
696	0.2227714206
697	0.2227523482
698	0.2227334883
699	0.2227064292
700	0.2226781952
701	0.2226593276
702	0.2226375302
703	0.2226122464
704	0.2225880487
705	0.2225533579
706	0.2225213491
707	0.2224956674
708	0.2224598762
709	0.2224220526
710	0.2223787334
711	0.222337681
712	0.2222981613
713	0.222258279
714	0.2222251186
715	0.2221884134
716	0.2221472907
717	0.2221145444
718	0.2220750164
719	0.2220507162
720	0.2220094796
721	0.2219932856
722	0.2219589823
723	0.2219367417
724	0.2219165902
725	0.221883744
726	0.2218461156
727	0.2218199309
728	0.2217843935
729	0.2217761394
730	0.2217369395
731	0.2217047092
732	0.2216713428
733	0.2216512374
734	0.2216308764
735	0.2215968995
736	0.2215712611
737	0.2215452899
738	0.2215260863
739	0.2214956512
740	0.2214622429
741	0.2214372484
742	0.2214154945
743	0.221384317
744	0.2213582435
745	0.2213256541
746	0.2213085424
747	0.2212824709
748	0.2212349538
749	0.2211988013
750	0.2211762352
751	0.2211400568
752	0.2211269043
753	0.2211086723
754	0.2210773269
755	0.2210454759
756	0.2210205025
757	0.220979555
758	0.2209608866
759	0.2209182767
760	0.2208781825
761	0.2208651339
762	0.2208265196
763	0.2207976603
764	0.2207590332
765	0.2207207723
766	0.2206907788
767	0.2206710529
768	0.2206482457
769	0.2206210081
770	0.2206025054
771	0.2205733139
772	0.2205522125
773	0.2205518358
774	0.2205176611
775	0.2204818028
776	0.2204511881
777	0.2204203649
778	0.220387961
779	0.2203493611
780	0.2203265528
781	0.2203103899
782	0.2202830546
783	0.2202489215
784	0.2202343956
785	0.220226196
786	0.2201965124
787	0.2201616698
788	0.2201424824
789	0.2201067257
790	0.2200891551
791	0.2200780409
792	0.2200510464
793	0.2200272715
794	0.219994734
795	0.2199848046
796	0.2199473377
797	0.2199145801
798	0.2198767455
799	0.2198374874
800	0.2198186171
801	0.2197903253
802	0.2197687198
803	0.2197467967
804	0.2197091405
805	0.2196846398
806	0.2196598613
807	0.2196355017
808	0.2196014372
809	0.2195772491
810	0.2195455197
811	0.2195159337
812	0.2194802724
813	0.219464712
814	0.2194251779
815	0.2194032254
816	0.2193592167
817	0.2193317709
818	0.2193037644
819	0.2192761451
820	0.2192661147
821	0.2192299168
822	0.2192060739
823	0.2191684206
824	0.2191455438
825	0.2191144365
826	0.2190913103
827	0.2190693026
828	0.219054824
829	0.2190287477
830	0.2190103621
831	0.2189866451
832	0.2189864073
833	0.2189587995
834	0.2189235283
835	0.2188893611
836	0.2188644077
837	0.2188368386
838	0.2188003666
839	0.218776132
840	0.2187229915
841	0.2186967312
842	0.2186612443
843	0.2186303141
844	0.2186060629
845	0.2185744484
846	0.2185591969
847	0.2185371834
848	0.2185096548
849	0.218485717
850	0.2184511177
851	0.2184086172
852	0.2183773089
853	0.2183585408
854	0.2183338849
855	0.2183071894
856	0.2182837139
857	0.21825553
858	0.2182283329
859	0.2182078277
860	0.2181863026
861	0.2181654595
862	0.2181358865
863	0.2181262733
864	0.2181065842
865	0.2180718738
866	0.218028798
867	0.2180023788
868	0.2179745812
869	0.2179621372
870	0.2179298254
871	0.217891931
872	0.2178869512
873	0.2178636149
874	0.2178331913
875	0.2178109799
876	0.2177791787
877	0.2177533537
878	0.217737233
879	0.2177128158
880	0.2176831246
881	0.2176782144
882	0.2176330356
883	0.2176228086
884	0.217609504
885	0.2175729922
886	0.2175408585
887	0.2175172661
888	0.2175094341
889	0.2174885116
890	0.2174544059
891	0.2174408993
892	0.2174093541
893	0.2173806467
894	0.217356309
895	0.2173270281
896	0.2173042769
897	0.2172749205
898	0.2172485759
899	0.2172264674
900	0.2171872746
901	0.217158818
902	0.2171286173
903	0.2171084215
904	0.2170912202
905	0.2170583127
906	0.2170179684
907	0.2169911655
908	0.2169718452
909	0.2169524713
910	0.2169212478
911	0.216893676
912	0.2168740833
913	0.2168587496
914	0.2168375722
915	0.2168114884
916	0.2167837109
917	0.2167510396
918	0.2167291602
919	0.2166965341
920	0.2166962739
921	0.2166882373
922	0.2166723211
923	0.2166411731
924	0.216617535
925	0.2166027232
926	0.216562374
927	0.2165433795
928	0.2164889778
929	0.2164831366
930	0.2164542044
931	0.2164197304
932	0.2163950556
933	0.216353856
934	0.2163457599
935	0.2163101437
936	0.2162932895
937	0.2162781408
938	0.2162566138
939	0.2162351537
940	0.2162010045
941	0.2161932809
942	0.2161805319
943	0.2161545724
944	0.2161202351
945	0.2160865471
946	0.2160628651
947	0.2160272384
948	0.2160006944
949	0.2159720794
950	0.2159424121
951	0.2159056329
952	0.21586755
953	0.2158373327
954	0.2158210208
955	0.2157955038
956	0.2157733241
957	0.2157520607
958	0.2157288533
959	0.2156980185
960	0.2156579548
961	0.2156255334
962	0.2155960704
963	0.2155658185
964	0.2155298151
965	0.2154999094
966	0.2154735328
967	0.2154188985
968	0.2153948129
969	0.2153758512
970	0.2153400847
971	0.2153287734
972	0.215306202
973	0.2152888119
974	0.2152670667
975	0.2152483021
976	0.2152271653
977	0.2151937681
978	0.215185624
979	0.2151617374
980	0.2151266367
981	0.2150979285
982	0.2150748843
983	0.2150390453
984	0.2150078843
985	0.2149812131
986	0.2149548938
987	0.2149220887
988	0.2148924917
989	0.2148643441
990	0.2148255076
991	0.2147990081
992	0.2147712612
993	0.2147459522
994	0.2147059327
995	0.2146842232
996	0.2146538227
997	0.2146218406
998	0.2145958662
999	0.2145746724
